"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110792796","2.4.2.23.4","82.2","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110792796","2.4.2.23.4","71.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110792800","2.4.2.24.1","40600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110792800","2.4.2.24.1","35700","","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110792803","2.4.2.24.4","91.3","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110792803","2.4.2.24.4","84.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110792807","2.4.2.25.1","38600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110792807","2.4.2.25.1","32500","","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Has a regular healthcare provider","Percent","Percent","239","units","0","v110792810","2.4.2.25.4","85.6","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Has a regular healthcare provider","Percent","Percent","239","units","0","v110792810","2.4.2.25.4","76.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110792814","2.4.2.26.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110792814","2.4.2.26.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110792817","2.4.2.26.4","","..","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110792817","2.4.2.26.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340835","2.4.2.27.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340835","2.4.2.27.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123340838","2.4.2.27.4","","..","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123340838","2.4.2.27.4","38.4","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110792821","2.4.3.1.1","29000","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110792821","2.4.3.1.1","25100","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110792824","2.4.3.1.4","59.4","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110792824","2.4.3.1.4","51.9","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110792828","2.4.3.2.1","7100","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110792828","2.4.3.2.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, fair or poor","Percent","Percent","239","units","0","v110792831","2.4.3.2.4","14.6","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, fair or poor","Percent","Percent","239","units","0","v110792831","2.4.3.2.4","15.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110792835","2.4.3.3.1","26300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110792835","2.4.3.3.1","22200","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110792838","2.4.3.3.4","54.2","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110792838","2.4.3.3.4","46.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110792842","2.4.3.4.1","9400","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110792842","2.4.3.4.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110792845","2.4.3.4.4","19.4","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110792845","2.4.3.4.4","12.3","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110792849","2.4.3.5.1","12500","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110792849","2.4.3.5.1","12000","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110792852","2.4.3.5.4","25.5","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110792852","2.4.3.5.4","24.8","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110792856","2.4.3.6.1","9500","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110792856","2.4.3.6.1","15800","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110792859","2.4.3.6.4","20.6","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110792859","2.4.3.6.4","34.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110792863","2.4.3.7.1","24600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110792863","2.4.3.7.1","22100","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110792866","2.4.3.7.4","53.1","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110792866","2.4.3.7.4","48.3","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110792877","2.4.3.9.1","11800","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110792877","2.4.3.9.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110792880","2.4.3.9.4","24.2","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110792880","2.4.3.9.4","14.8","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Diabetes","Number of persons","Number","223","units","0","v110792884","2.4.3.10.1","2400","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Diabetes","Number of persons","Number","223","units","0","v110792884","2.4.3.10.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Diabetes","Percent","Percent","239","units","0","v110792887","2.4.3.10.4","5.0","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Diabetes","Percent","Percent","239","units","0","v110792887","2.4.3.10.4","5.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Asthma","Number of persons","Number","223","units","0","v110792891","2.4.3.11.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Asthma","Number of persons","Number","223","units","0","v110792891","2.4.3.11.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Asthma","Percent","Percent","239","units","0","v110792894","2.4.3.11.4","","..","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Asthma","Percent","Percent","239","units","0","v110792894","2.4.3.11.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110792898","2.4.3.12.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110792898","2.4.3.12.1","","..","","","0"
